ref_id,TC_1,TC_2,TC_3
CoV|QHQ82467.6.BC2,36939,35409,31578
CoV|QHQ82471.0.BC2,57555,51629,50172
CoV|QHQ82471.1.BC2,36127,32012,32298
CoV|QHQ82471.2.BC2,22267,22775,24187
CoV|QHQ82471.3.BC2,18201,20738,16627
CoV|QHQ82471.4.BC2,29521,28351,35900
CoV|QHQ82471.5.BC2,47702,38193,47205
CoV|QHQ82471.6.BC2,89005,73654,87701
CoV|QHQ82471.7.BC2,29591,26914,40112
CoV|QHQ82471.8.BC2,54399,56315,51363
CoV|QHQ82471.9.BC2,67405,65674,58912
CoV|QHQ82471.10.BC2,33947,26959,38156
CoV|QHQ82471.11.BC2,1109,1487,3178
CoV|QHQ82471.12.BC2,10897,11402,10655
CoV|QHQ82471.13.BC2,29439,29520,25960
CoV|QHQ82463.0.BC2,25308,28256,29421
CoV|QHQ82463.1.BC2,23439,16831,18790
CoV|QHQ82463.2.BC2,32798,30269,47838
CoV|QHQ82463.3.BC2,36704,31033,28593
CoV|QHQ82463.4.BC2,8250,8438,12646
CoV|QHQ82463.5.BC2,32715,35828,43530
CoV|QHQ82463.6.BC2,37990,40436,37470
CoV|QHQ82463.7.BC2,33932,28332,32713
CoV|QHQ82463.8.BC2,9867,11265,13117
CoV|QHQ82463.9.BC2,14500,12784,17448
CoV|QHQ82463.10.BC2,21035,21533,24211
CoV|QHQ82463.11.BC2,30306,20342,44760
CoV|QHQ82463.12.BC2,24904,19309,43857
CoV|QHQ82463.13.BC2,11858,5859,11602
CoV|QHQ82463.14.BC2,32008,36116,27191
CoV|QHQ82463.15.BC2,7127,7510,8756
CoV|QHQ82463.16.BC2,3164,5442,6946
CoV|QHQ82463.17.BC2,4085,6289,7173
CoV|QHQ82463.18.BC2,17396,22907,27232
CoV|QHQ82463.19.BC2,45308,55433,62548
CoV|QHQ82463.20.BC2,22569,18401,18706
CoV|QHQ82463.21.BC2,15508,19074,19080
CoV|QHQ82463.22.BC2,16326,14984,24961
CoV|QHQ82463.23.BC2,16242,19698,23602
CoV|QHQ82463.24.BC2,13631,13780,14559
CoV|QHQ82463.25.BC2,18723,27732,22232
CoV|QHQ82463.26.BC2,18260,13406,15631
CoV|QHQ82463.27.BC2,15628,14182,18726
CoV|QHQ82463.28.BC2,7114,6625,8804
CoV|QHQ82463.29.BC2,10967,14140,17863
CoV|QHQ82463.30.BC2,38456,29725,40169
CoV|QHQ82463.31.BC2,10401,9655,13885
CoV|QHQ82463.32.BC2,23665,15349,23041
CoV|QHQ82463.33.BC2,19261,20808,26788
CoV|QHQ82463.34.BC2,25177,25223,23795
CoV|QHQ82463.35.BC2,27619,27637,22269
CoV|QHQ82463.36.BC2,18859,22830,19190
CoV|QHQ82463.37.BC2,38713,39058,38801
CoV|QHQ82463.38.BC2,44105,33569,40356
CoV|QHQ82463.39.BC2,38220,47920,44553
CoV|QHQ82463.40.BC2,11256,13553,13722
CoV|QHQ82463.41.BC2,3769,3748,4254
CoV|QHQ82463.42.BC2,11285,8819,9537
CoV|QHQ82463.43.BC2,16809,10545,11687
CoV|QHQ82463.44.BC2,16859,14907,13979
CoV|QHQ82463.45.BC2,19318,18653,23152
CoV|QHQ82463.46.BC2,15814,17843,21078
CoV|QHQ82463.47.BC2,12996,12522,13473
CoV|QHQ82463.48.BC2,33157,30316,27773
CoV|QHQ82463.49.BC2,10343,17346,16837
CoV|QHQ82463.50.BC2,5767,4161,5537
CoV|QHQ82463.51.BC2,63632,47431,69017
CoV|QHQ82463.52.BC2,16780,20573,22780
CoV|QHQ82463.53.BC2,18808,14501,15272
CoV|QHQ82463.54.BC2,22646,21392,29471
CoV|QHQ82463.55.BC2,12931,9924,17192
CoV|QHQ82463.56.BC2,46580,42158,58630
CoV|QHQ82463.57.BC2,18741,14192,15502
CoV|QHQ82463.58.BC2,17253,15291,15097
CoV|QHQ82463.59.BC2,19851,27093,23963
CoV|QHQ82463.60.BC2,14434,11926,21882
CoV|QHQ82463.61.BC2,12549,12410,12180
CoV|QHQ82463.62.BC2,13505,12931,17315
CoV|QHQ82463.63.BC2,33286,31381,35065
CoV|QHQ82463.64.BC2,16897,16796,23860
CoV|QHQ82463.65.BC2,13836,16212,15570
CoV|QHQ82463.66.BC2,7308,14811,9021
CoV|QHQ82463.67.BC2,44055,55513,53079
CoV|QHQ82463.68.BC2,22516,22164,20996
CoV|QHQ82463.69.BC2,33431,32312,37341
CoV|QHQ82463.70.BC2,34148,42697,38123
CoV|QHQ82463.71.BC2,30171,32462,40617
CoV|QHQ82463.72.BC2,18401,17587,23413
CoV|QHQ82463.73.BC2,45131,52446,65637
CoV|QHQ82463.74.BC2,24822,27746,20143
CoV|QHQ82463.75.BC2,10519,9247,8457
CoV|QHQ82463.76.BC2,50731,41479,68138
CoV|QHQ82463.77.BC2,33591,31061,36206
CoV|QHQ82463.78.BC2,1407,2711,2223
CoV|QHQ82463.79.BC2,18052,18189,25248
CoV|QHQ82463.80.BC2,13949,14175,17000
CoV|QHQ82463.81.BC2,14136,9704,11360
CoV|QHQ82463.82.BC2,30648,39841,48543
CoV|QHQ82463.83.BC2,34769,31490,39702
CoV|QHQ82463.84.BC2,13429,18701,23724
CoV|QHQ82463.85.BC2,17717,18689,27632
CoV|QHQ82463.86.BC2,20269,22716,23592
CoV|QHQ82463.87.BC2,43736,53309,50911
CoV|QHQ82463.88.BC2,19394,22993,20298
CoV|QHQ82463.89.BC2,16939,11238,9938
CoV|QHQ82463.90.BC2,24612,19090,31416
CoV|QHQ82463.91.BC2,31748,29381,46787
CoV|QHQ82463.92.BC2,14636,18807,18329
CoV|QHQ82463.93.BC2,37924,37725,48945
CoV|QHQ82463.94.BC2,30333,31137,33046
CoV|QHQ82463.95.BC2,47642,44942,44647
CoV|QHQ82463.96.BC2,5656,5932,6185
CoV|QHQ82463.97.BC2,12937,13050,13230
CoV|QHQ82463.98.BC2,13154,23530,17077
CoV|QHQ82463.99.BC2,43262,36934,61407
CoV|QHQ82463.100.BC2,37929,42210,56818
CoV|QHQ82463.101.BC2,9379,8731,12435
CoV|QHQ82463.102.BC2,604,206,1858
CoV|QHQ82463.103.BC2,806,904,940
CoV|QHQ82463.104.BC2,51863,54093,54917
CoV|QHQ82463.105.BC2,14435,15408,19525
CoV|QHQ82463.106.BC2,78385,69196,79784
CoV|QHQ82463.107.BC2,14309,15631,16455
CoV|QHQ82463.108.BC2,54580,53475,69546
CoV|QHQ82463.109.BC2,69467,53528,65574
CoV|QHQ82463.110.BC2,20451,18741,23216
CoV|QHQ82463.111.BC2,32257,30580,39121
CoV|QHQ82463.112.BC2,4823,8164,6980
CoV|QHQ82463.113.BC2,22103,15424,20980
CoV|QHQ82463.114.BC2,1370,2243,2148
CoV|QHQ82463.115.BC2,48102,39356,52485
CoV|QHQ82463.116.BC2,16156,16785,21822
CoV|QHQ82463.117.BC2,39074,44366,59782
CoV|QHQ82463.118.BC2,20158,17495,18298
CoV|QHQ82463.119.BC2,15327,23894,24535
CoV|QHQ82463.120.BC2,21897,37654,29752
CoV|QHQ82463.121.BC2,16054,10437,18733
CoV|QHQ82463.122.BC2,6627,5731,9575
CoV|QHQ82463.123.BC2,10458,14085,19040
CoV|QHQ82463.124.BC2,29423,19945,31830
CoV|QHQ82463.125.BC2,27791,35036,32862
CoV|QHQ82463.126.BC2,18112,14296,18497
CoV|QHQ82463.127.BC2,14681,28011,18021
CoV|QHQ82463.128.BC2,9566,19634,21073
CoV|QHQ82463.129.BC2,63223,68050,88577
CoV|QHQ82463.130.BC2,18465,19891,24593
CoV|QHQ82463.131.BC2,33753,38615,46534
CoV|QHQ82463.132.BC2,20768,25218,30549
CoV|QHQ82463.133.BC2,47179,44710,53889
CoV|QHQ82463.134.BC2,49207,56534,60955
CoV|QHQ82463.135.BC2,24101,19130,30528
CoV|QHQ82463.136.BC2,22539,21042,23538
CoV|QHQ82463.137.BC2,9076,10919,9890
CoV|QHQ82463.138.BC2,10489,6681,14643
CoV|QHQ82463.139.BC2,9093,11329,12082
CoV|QHQ82463.140.BC2,22522,19552,20046
CoV|QHQ82463.141.BC2,30963,31888,35471
CoV|QHQ82463.142.BC2,53248,38818,46900
CoV|QHQ82463.143.BC2,65844,46939,63258
CoV|QHQ82463.144.BC2,14987,14468,24145
CoV|QHQ82463.145.BC2,3967,6919,5753
CoV|QHQ82463.146.BC2,22415,25205,29164
CoV|QHQ82463.147.BC2,48059,45328,57060
CoV|QHQ82463.148.BC2,23317,19959,29411
CoV|QHQ82463.149.BC2,17614,22073,22669
CoV|QHQ82463.150.BC2,22303,20571,27660
CoV|QHQ82463.151.BC2,20047,21321,18131
CoV|QHQ82463.152.BC2,14967,8745,10853
CoV|QHQ82463.153.BC2,21283,26591,22197
CoV|QHQ82463.154.BC2,15275,18189,19301
CoV|QHQ82463.155.BC2,33678,41740,42798
CoV|QHQ82463.156.BC2,33748,35245,35969
CoV|QHQ82463.157.BC2,16019,16540,20949
CoV|QHQ82463.158.BC2,19604,23919,23507
CoV|QHQ82463.159.BC2,12089,16166,25383
CoV|QHQ82463.160.BC2,45084,35176,26045
CoV|QHQ82463.161.BC2,20231,21295,24978
CoV|QHQ82463.162.BC2,30565,25240,33426
CoV|QHQ82463.163.BC2,12747,12020,14187
CoV|QHQ82463.164.BC2,31192,30488,34158
CoV|QHQ82463.165.BC2,20866,21979,27642
CoV|QHQ82463.166.BC2,46700,37964,45546
CoV|QHQ82463.167.BC2,26005,23817,23241
CoV|QHQ82463.168.BC2,24786,22454,30032
CoV|QHQ82463.169.BC2,29899,23638,33404
CoV|QHQ82463.170.BC2,33315,26892,39192
CoV|QHQ82463.171.BC2,17660,17613,21466
CoV|QHQ82463.172.BC2,18902,16282,20528
CoV|QHQ82463.173.BC2,5996,6460,8639
CoV|QHQ82463.174.BC2,20177,20299,19562
CoV|QHQ82463.175.BC2,43259,44945,42574
CoV|QHQ82463.176.BC2,36191,34690,33264
CoV|QHQ82463.177.BC2,7999,6436,10943
CoV|QHQ82463.178.BC2,29407,32348,25131
CoV|QHQ82463.179.BC2,11199,10716,10477
CoV|QHQ82463.180.BC2,41824,37800,40802
CoV|QHQ82463.181.BC2,25117,35559,31007
CoV|QHQ82463.182.BC2,35517,22166,29683
CoV|QHQ82463.183.BC2,6879,8854,10454
CoV|QHQ82463.184.BC2,11591,13668,15413
CoV|QHQ82463.185.BC2,89593,73270,88189
CoV|QHQ82463.186.BC2,36060,26340,28912
CoV|QHQ82463.187.BC2,13923,15883,14549
CoV|QHQ82463.188.BC2,12552,12102,17209
CoV|QHQ82463.189.BC2,18000,24608,22446
CoV|QHQ82463.190.BC2,18541,13155,20207
CoV|QHQ82463.191.BC2,15968,18709,17658
CoV|QHQ82463.192.BC2,36081,40843,47583
CoV|QHQ82463.193.BC2,39110,33611,45110
CoV|QHQ82463.194.BC2,24521,22372,24705
CoV|QHQ82463.195.BC2,21010,28432,23167
CoV|QHQ82463.196.BC2,26589,21559,19950
CoV|QHQ82463.197.BC2,25546,25460,25628
CoV|QHQ82463.198.BC2,26396,28606,27400
CoV|QHQ82463.199.BC2,29146,22954,26889
CoV|QHQ82463.200.BC2,13697,10655,13826
CoV|QHQ82463.201.BC2,47677,51930,47101
CoV|QHQ82463.202.BC2,21625,18859,21793
CoV|QHQ82463.203.BC2,63648,47996,59907
CoV|QHQ82463.204.BC2,41579,29329,25277
CoV|QHQ82463.205.BC2,22331,23656,20292
CoV|QHQ82463.206.BC2,17494,13187,17589
CoV|QHQ82463.207.BC2,22146,26335,25875
CoV|QHQ82463.208.BC2,18574,18711,20016
CoV|QHQ82463.209.BC2,11234,8050,10881
CoV|QHQ82463.210.BC2,33788,21393,23832
CoV|QHQ82463.211.BC2,18187,20715,21924
CoV|QHQ82463.212.BC2,24263,20369,23380
CoV|QHQ82463.213.BC2,26290,25596,34814
CoV|QHQ82463.214.BC2,40991,48971,38337
CoV|QHQ82463.215.BC2,22737,21455,26190
CoV|QHQ82463.216.BC2,24016,22050,27515
CoV|QHQ82463.217.BC2,13809,15976,20038
CoV|QHQ82463.218.BC2,18089,21741,27157
CoV|QHQ82463.219.BC2,6454,6071,4406
CoV|QHQ82463.220.BC2,32149,34496,47421
CoV|QHQ82463.221.BC2,25996,18478,26455
CoV|QHQ82463.222.BC2,19673,24657,19260
CoV|QHQ82463.223.BC2,18707,16955,13436
CoV|QHQ82463.224.BC2,12858,19235,22125
CoV|QHQ82463.225.BC2,32569,36447,35681
CoV|QHQ82463.226.BC2,31455,34282,33110
CoV|QHQ82463.227.BC2,28611,28463,32886
CoV|QHQ82463.228.BC2,20666,21771,21314
CoV|QHQ82463.229.BC2,15438,19137,19665
CoV|QHQ82463.230.BC2,30543,25115,25448
CoV|QHQ82463.231.BC2,37474,35415,33723
CoV|QHQ82463.232.BC2,25440,26178,23137
CoV|QHQ82463.233.BC2,20181,23860,26695
CoV|QHQ82463.234.BC2,41397,48631,39241
CoV|QHQ82463.235.BC2,22341,25465,24343
CoV|QHQ82463.236.BC2,53842,48624,42901
CoV|QHQ82463.237.BC2,12463,11596,14748
CoV|QHQ82463.238.BC2,8480,13385,15409
CoV|QHQ82463.239.BC2,7306,3990,5975
CoV|QHQ82463.240.BC2,5266,5806,7061
CoV|QHQ82463.241.BC2,8663,9637,8022
CoV|QHQ82463.242.BC2,22735,17393,22219
CoV|QHQ82463.243.BC2,31492,23524,35640
CoV|QHQ82463.244.BC2,21830,24266,21423
CoV|QHQ82463.245.BC2,48776,47777,53275
CoV|QHQ82463.246.BC2,15323,15568,17140
CoV|QHQ82463.247.BC2,18194,15433,16436
CoV|QHQ82463.248.BC2,7556,13052,17238
CoV|QHQ82463.249.BC2,17889,19250,20639
CoV|QHQ82463.250.BC2,44905,48514,38834
CoV|QHQ82463.251.BC2,18246,27542,21278
CoV|QHQ82466.0.BC2,31072,39371,48262
CoV|QHQ82466.1.BC2,95768,62226,110998
CoV|QHW06048.3.BC2,30200,29908,22055
CoV|QHW06048.4.BC2,11378,15767,20093
CoV|QHW06048.56.BC2,19682,18778,15981
CoV|QHW06048.57.BC2,17094,8202,14154
CoV|QHW06048.127.BC2,6850,8407,8857
CoV|QHW06048.128.BC2,11671,8653,13009
CoV|QHW06056.5.BC2,20779,18997,17859
CoV|QHW06056.6.BC2,36228,45014,48064
CoV|QHW06057.0.BC2,33290,31075,49919
CoV|QHW06059.0.BC2,36017,33754,39388
CoV|QHW06059.1.BC2,10557,10654,10733
CoV|QHW06058.20.BC2,15626,18630,19111
CoV|QHW06058.21.BC2,14335,12889,14500
CoV|QHZ00380.3.BC2,22912,19602,30764
CoV|QHZ00380.4.BC2,16575,15965,14970
CoV|QHZ00380.7.BC2,7078,6790,8672
CoV|QHZ00380.8.BC2,17378,16090,21946
CoV|QHZ00379.6.BC2,18570,14369,12468
CoV|QHZ00379.7.BC2,19245,18902,17463
CoV|QHZ00378.31.BC2,11579,14277,13537
CoV|QHZ00378.32.BC2,22548,23508,23554
CoV|QHZ00378.245.BC2,57906,52049,50356
CoV|QHZ00378.246.BC2,21089,13578,20158
CoV|QHZ00381.0.BC2,45228,46764,49164
CoV|QHZ00381.1.BC2,53384,52156,64063
CoV|QHZ00398.37.BC2,54642,58950,51078
CoV|QHZ00398.38.BC2,27836,37766,38402
CoV|QHZ00398.203.BC2,42994,45938,48195
CoV|QHZ00398.204.BC2,24028,19528,21114
CoV|QHU36823.95.BC2,41240,30030,45653
CoV|QHU36823.96.BC2,5832,5089,7979
CoV|QHU36823.102.BC2,9689,11515,12046
CoV|QHU36823.103.BC2,21708,25613,31077
CoV|QHU36843.79.BC2,22061,22757,21598
CoV|QHU36843.80.BC2,28826,28584,37794
CoV|QHR63276.0.BC2,10999,15786,17844
CoV|QHR63249.249.BC2,9316,10963,15788
CoV|QHR63249.250.BC2,8992,6741,14589
CoV|QHO60600.1.BC2,11850,8420,12913
CoV|QHO60600.2.BC2,16128,10025,13186
CoV|QHO60600.3.BC2,32428,34356,42740
CoV|QHQ71962.14.BC2,18156,14867,16973
CoV|QHQ71962.15.BC2,9459,13169,9261
CoV|QHQ71969.1.BC2,8755,8771,8691
CoV|QHQ71969.2.BC2,13187,20235,23190
CoV|QHN73809.109.BC2,25678,27376,30155
CoV|QHN73809.110.BC2,32892,28119,40375
CoV|QHU79172.156.BC2,35561,47226,45119
CoV|QHU79174.3.BC2,25685,36128,37380
CoV|QHU79174.4.BC2,7737,12026,11723
CoV|QHU79173.0.BC2,15153,14112,20023
CoV|QHR63269.79.BC2,6189,10626,11774
CoV|QHR63269.80.BC2,15504,22901,20644
CoV|QHR63269.247.BC2,6693,4400,8195
CoV|QHR63269.248.BC2,12211,12467,17999
CoV|QHU36863.89.BC2,27048,22772,28170
CoV|QHU36863.90.BC2,61098,47157,53801
CoV|QHR84449.7.BC2,45124,37817,53055
CoV|QHR84449.8.BC2,16651,15310,25781
CoV|QHZ87581.1.BC2,31170,35349,32449
CoV|QHZ87581.2.BC2,33190,29341,32828
CoV|QHZ87581.33.BC2,31749,30242,24602
CoV|QHZ87581.34.BC2,22446,29483,34424
CoV|QIA98605.108.BC2,29714,19087,33602
CoV|QIA98605.109.BC2,20215,20350,26264
CoV|QHQ71972.198.BC2,18082,18018,21769
CoV|QHQ71972.199.BC2,10080,10410,16102
CoV|QHR63289.91.BC2,9436,10671,10868
CoV|QHR63289.92.BC2,27661,27006,31940
CoV|QHR63289.109.BC2,51897,57952,69570
CoV|QHR63289.110.BC2,14839,17999,23894
CoV|BCA25653.40.BC2,9216,12832,17675
CoV|BCA25653.41.BC2,4796,3369,3698
CoV|BCA25643.133.BC2,29620,24883,33082
CoV|BCA25643.134.BC2,30604,30476,38366
CoV|BCA25651.11.BC2,4043,5596,5418
CoV|BCA25651.12.BC2,29137,27476,36189
CoV|QIC50514.6.BC2,39146,30695,35924
CoV|QIC50514.7.BC2,23928,22953,23805
CoV|QIC53203.28.BC2,22783,19678,30899
CoV|QIC53203.29.BC2,7929,6212,6968
CoV|QIC53203.153.BC2,21690,23443,27897
CoV|QIC53203.154.BC2,19910,18102,19153
CoV|QIC53204.27.BC2,15385,21020,18025
CoV|QIC53204.28.BC2,13416,13105,13805
CoV|QID98793.113.BC2,13122,15616,16827
CoV|QID98793.114.BC2,33335,24734,26525
CoV|QID21074.0.BC2,13330,15407,19162
CoV|QID21067.224.BC2,13276,15737,13668
CoV|QID21067.225.BC2,11417,16228,12436
CoV|P15423.0.BC1,11031,17153,22525
CoV|P15423.1.BC1,20469,24943,19648
CoV|P15423.2.BC1,29475,31152,34119
CoV|P15423.3.BC1,16331,20291,19518
CoV|P15423.4.BC1,10020,13611,14968
CoV|P15423.5.BC1,7580,10792,10710
CoV|P15423.6.BC1,17604,20776,30086
CoV|P15423.7.BC1,16955,15900,16304
CoV|P15423.8.BC1,19445,29923,31320
CoV|P15423.9.BC1,19529,15280,24425
CoV|P15423.10.BC1,4865,5141,5683
CoV|P15423.11.BC1,12000,12591,13333
CoV|P15423.12.BC1,13502,10699,25613
CoV|P15423.13.BC1,15602,18253,23441
CoV|P15423.14.BC1,24776,18695,29292
CoV|P15423.15.BC1,19621,19461,21258
CoV|P15423.16.BC1,29560,34523,42180
CoV|P15423.17.BC1,11654,14056,12049
CoV|P15423.18.BC1,24812,20634,26358
CoV|P15423.19.BC1,18975,18889,26397
CoV|P15423.20.BC1,6471,8358,6448
CoV|P15423.21.BC1,13562,8576,14797
CoV|P15423.22.BC1,46265,40242,43444
CoV|P15423.23.BC1,37646,35764,40291
CoV|P15423.24.BC1,46126,46799,50065
CoV|P15423.25.BC1,38528,34797,24854
CoV|P15423.26.BC1,19272,21677,21553
CoV|P15423.27.BC1,6905,8548,16073
CoV|P15423.28.BC1,9105,8078,10872
CoV|P15423.29.BC1,11992,10650,11400
CoV|P15423.30.BC1,12924,17019,18478
CoV|P15423.31.BC1,17357,14858,16941
CoV|P15423.32.BC1,15298,17512,19478
CoV|P15423.33.BC1,14384,15195,16134
CoV|P15423.34.BC1,47430,40338,40901
CoV|P15423.35.BC1,20154,13799,24456
CoV|P15423.36.BC1,14773,14832,22847
CoV|P15423.37.BC1,14201,8890,12040
CoV|P15423.38.BC1,10802,7531,7718
CoV|P15423.39.BC1,38189,42248,44371
CoV|P15423.40.BC1,17586,25781,29544
CoV|P19740.0.BC1,16045,18419,21165
CoV|P19740.1.BC1,19878,16783,17679
CoV|P19740.2.BC1,20343,22745,18814
CoV|P15130.0.BC1,29339,27082,28830
CoV|P15130.1.BC1,16008,17889,21756
CoV|P15130.2.BC1,20053,18607,20148
CoV|P15130.3.BC1,16127,23048,26384
CoV|P15130.4.BC1,26699,26659,26045
CoV|P15130.5.BC1,25434,29563,29214
CoV|P15130.6.BC1,28490,25521,19431
CoV|P15130.7.BC1,42612,31938,39852
CoV|P15130.8.BC1,49893,39399,57423
CoV|P15130.9.BC1,51413,36445,51153
CoV|P15130.10.BC1,17009,19076,25329
CoV|P15130.11.BC1,9280,7050,8155
CoV|P15130.12.BC1,16616,15709,21707
CoV|P0C6U2.0.BC1,43238,38454,40817
CoV|P0C6U2.1.BC1,27836,21010,25530
CoV|P0C6U2.2.BC1,9315,9034,13517
CoV|P0C6U2.3.BC1,28018,32798,28766
CoV|P0C6U2.4.BC1,22224,18261,20506
CoV|P0C6U2.5.BC1,35367,34427,47740
CoV|P0C6U2.6.BC1,36385,37912,46032
CoV|P0C6U2.7.BC1,6650,7831,9074
CoV|P0C6U2.8.BC1,32738,32128,27559
CoV|P0C6U2.9.BC1,22964,24327,23892
CoV|P0C6U2.10.BC1,10611,11914,11814
CoV|P0C6U2.11.BC1,24862,26438,21947
CoV|P0C6U2.12.BC1,51967,41282,54263
CoV|P0C6U2.13.BC1,37608,50572,48013
CoV|P0C6U2.14.BC1,21923,20691,26528
CoV|P0C6U2.15.BC1,24368,20051,20937
CoV|P0C6U2.16.BC1,35276,29413,36135
CoV|P0C6U2.17.BC1,14925,13635,19982
CoV|P0C6U2.18.BC1,10713,13355,12221
CoV|P0C6U2.19.BC1,18686,17485,23180
CoV|P0C6U2.20.BC1,17740,23075,30487
CoV|P0C6U2.21.BC1,17963,15819,25693
CoV|P0C6U2.22.BC1,12667,18275,13042
CoV|P0C6U2.23.BC1,28157,28141,25377
CoV|P0C6U2.24.BC1,20779,17633,19135
CoV|P0C6U2.25.BC1,18515,20329,16692
CoV|P0C6U2.26.BC1,14608,17167,17797
CoV|P0C6U2.27.BC1,15823,23592,27916
CoV|P0C6U2.28.BC1,9217,10521,11115
CoV|P0C6U2.29.BC1,35212,25789,38816
CoV|P0C6U2.30.BC1,29166,27531,32829
CoV|P0C6U2.31.BC1,18110,23842,21301
CoV|P0C6U2.32.BC1,15682,17882,20210
CoV|P0C6U2.33.BC1,13222,10017,15072
CoV|P0C6U2.34.BC1,34044,40613,50654
CoV|P0C6U2.35.BC1,53521,45437,58486
CoV|P0C6U2.36.BC1,18772,14823,19481
CoV|P0C6U2.37.BC1,3508,8007,4666
CoV|P0C6U2.38.BC1,17841,28240,22708
CoV|P0C6U2.39.BC1,11708,9448,14461
CoV|P0C6U2.40.BC1,11357,8936,7920
CoV|P0C6U2.41.BC1,26394,26370,27968
CoV|P0C6U2.42.BC1,20718,22913,20444
CoV|P0C6U2.43.BC1,22016,12464,17225
CoV|P0C6U2.44.BC1,34898,42131,42726
CoV|P0C6U2.45.BC1,33215,35897,36574
CoV|P0C6U2.46.BC1,40981,39645,46268
CoV|P0C6U2.47.BC1,40141,33215,40129
CoV|P0C6U2.48.BC1,29828,35316,33740
CoV|P0C6U2.49.BC1,1860,2251,3319
CoV|P0C6U2.50.BC1,12366,10041,14381
CoV|P0C6U2.51.BC1,40185,40530,39353
CoV|P0C6U2.52.BC1,29167,27127,21080
CoV|P0C6U2.53.BC1,11882,14963,14658
CoV|P0C6U2.54.BC1,11502,2650,5453
CoV|P0C6U2.55.BC1,23029,15645,27159
CoV|P0C6U2.56.BC1,7812,10238,11452
CoV|P0C6U2.57.BC1,40375,30374,34660
CoV|P0C6U2.58.BC1,34289,31613,38159
CoV|P0C6U2.59.BC1,28437,26648,26321
CoV|P0C6U2.60.BC1,16914,11370,21922
CoV|P0C6U2.61.BC1,11602,9029,12656
CoV|P0C6U2.62.BC1,9226,7052,8610
CoV|P0C6U2.63.BC1,23932,24312,22511
CoV|P0C6U2.64.BC1,12370,11492,12063
CoV|P0C6U2.65.BC1,15900,18099,21466
CoV|P0C6U2.66.BC1,17846,26950,25810
CoV|P0C6U2.67.BC1,5895,4270,3529
CoV|P0C6U2.68.BC1,27897,28305,27502
CoV|P0C6U2.69.BC1,9972,14446,16732
CoV|P0C6U2.70.BC1,23594,23999,33259
CoV|P0C6U2.71.BC1,8856,9931,13936
CoV|P0C6U2.72.BC1,11877,22847,18771
CoV|P0C6U2.73.BC1,9313,8016,12626
CoV|P0C6U2.74.BC1,19966,26980,28651
CoV|P0C6U2.75.BC1,35828,43872,44146
CoV|P0C6U2.76.BC1,13928,19720,26719
CoV|P0C6U2.77.BC1,39437,44742,41084
CoV|P0C6U2.78.BC1,17925,21760,32360
CoV|P0C6U2.79.BC1,16330,19840,18822
CoV|P0C6U2.80.BC1,7750,7566,6437
CoV|P0C6U2.81.BC1,20970,30942,28209
CoV|P0C6U2.82.BC1,30375,27738,31978
CoV|P0C6U2.83.BC1,44332,36341,38184
CoV|P0C6U2.84.BC1,61797,47198,62039
CoV|P0C6U2.85.BC1,27311,28876,32933
CoV|P0C6U2.86.BC1,19980,21959,21845
CoV|P0C6U2.87.BC1,32947,27752,34335
CoV|P0C6U2.88.BC1,62258,50639,53378
CoV|P0C6U2.89.BC1,20212,20469,24972
CoV|P0C6U2.90.BC1,32172,30788,39468
CoV|P0C6U2.91.BC1,6007,5353,7121
CoV|P0C6U2.92.BC1,5527,6030,7929
CoV|P0C6U2.93.BC1,18084,19006,17458
CoV|P0C6U2.94.BC1,43548,48386,49820
CoV|P0C6U2.95.BC1,14737,19877,20184
CoV|P0C6U2.96.BC1,10849,16050,13935
CoV|P0C6U2.97.BC1,62719,61341,54801
CoV|P0C6U2.98.BC1,26937,29938,42318
CoV|P0C6U2.99.BC1,47763,53880,65128
CoV|P0C6U2.100.BC1,34552,46245,47193
CoV|P0C6U2.101.BC1,23072,21579,29667
CoV|P0C6U2.102.BC1,20813,16213,15830
CoV|P0C6U2.103.BC1,21944,21678,21465
CoV|P0C6U2.104.BC1,20766,17221,19936
CoV|P0C6U2.105.BC1,25952,27530,30450
CoV|P0C6U2.106.BC1,14641,11986,13576
CoV|P0C6U2.107.BC1,21070,17700,15426
CoV|P0C6U2.108.BC1,22727,18261,19075
CoV|P0C6U2.109.BC1,26941,33674,26595
CoV|P0C6U2.110.BC1,7498,9794,10476
CoV|P0C6U2.111.BC1,27805,30507,28136
CoV|P0C6U2.112.BC1,6886,10458,16400
CoV|P0C6U2.113.BC1,9491,9890,13409
CoV|P0C6U2.114.BC1,5247,11328,15602
CoV|P0C6U2.115.BC1,10581,14219,11875
CoV|P0C6U2.116.BC1,14909,17738,18505
CoV|P0C6U2.117.BC1,1517,3567,4073
CoV|P0C6U2.118.BC1,17764,20183,24315
CoV|P0C6U2.119.BC1,31750,31354,38200
CoV|P0C6U2.120.BC1,23887,21864,29593
CoV|P0C6U2.121.BC1,57029,69499,69013
CoV|P0C6U2.122.BC1,27293,28680,39008
CoV|P0C6U2.123.BC1,29183,40252,42911
CoV|P0C6U2.124.BC1,13170,14740,18964
CoV|P0C6U2.125.BC1,15183,16837,18904
CoV|P0C6U2.126.BC1,11822,15788,9397
CoV|P0C6U2.127.BC1,15468,13789,16936
CoV|P0C6U2.128.BC1,10825,14478,10781
CoV|P0C6U2.129.BC1,1835,1452,819
CoV|P0C6U2.130.BC1,21253,22402,23053
